cau_goc,nhan
"Sản phẩm rất đúng với hình ảnh, đúng giá tiền, rất ưng ý, thời gian giao hàng nhanh,",1
Máy đẹp nguyên seal. Chúc suop luôn bán được nhiều hàng : cảm ơn shop,1
"hàng đẹp chuẩn 100% chứ ko phải 99 nữa , mỗi mấy ô viettel post làm ăn hơi chán còn lại mọi thứ đều ok hết. lần đâu mua máu online nên hơi lo . shop hỗ trợ nhiệt tình",1
"Pin hao nhanh. Dùng 100% từ sáng đến tối còn 20%. Cố mãi để sạc mà ko đc...... nói đùa vậy thôi chứ sạc 100% dùng hết nhanh lắm, game gủng dùng mạng 4g đc tầm 4-5 tiếng",0
"điện thoại đẹp, mượt. quá rẻ so với chất lượng",1
"Sản phẩm cũng tạm thôi, còn lỗi khá nhiều. Đang khóa màn hình thì tự động phát sáng, từ tối đến sáng hết 20% bin, giới thiệu thì thôi như chưa từng được giới thiệu ( tự động nhảy các trang web không mong muốn vào khi đang dùng) ",0
Like anh chủ shop,1
Đang chơi gem độ sáng bị tụt là sao.trong khi đó màn hình sáng mình ở cài đặt tự động.có bạn nào biết k,0
Máy lỗi rất nhiều từ việc ấn nút nguồn khì màn hình sleep lâu 1 chút mất tầm hơn 10s mới sáng màn hình. Cảm ứng bị nhạy quá đủ các thể loại viết lên để các bạn tránh xa ra,0
"Lỗi nhiều, nhiều chức năng hoạt động không ổn định, thu wifi kém, pin tụt quá nhanh, nói chung không hài lòng lắm trong mức giá",0
Chuẩn hàng chính hãng 100% - Nguyên Hộp,1
"Đt này phải vừa sạc vừa dùng. Giống đt bàn ý, rút sạc ra cái là báo hết pin liền ",0
"Giao hàng nhanh, tư vấn phục vụ khách hàng tốt.",1
"Hàng chuẩn, shop nhiệt tình, giá rẻ, giao hàng nhanh, sp rất tốt",1
"Thật sự mà nói em dùng đc 2 tháng k có chữ nào nói ngoài chử tệ thật là thất vọng cho nhà Xiaomi. ..
",0
Bữa mua 5s tại shop! Nay thây con 6 đẹp qua shop hỗ trợ đôi và thu lai ! Rất uy tin ngàn sao,1
máy mơi..đẹp..shop nhiệt tinh,1
"Sao 3 tháng sài. Khi cập nhật lên 9, cảm ứng không nhạy lúc ăn lúc không, mạng chập chờn vào game pin mạng cao 460, trong khi sài 4G viettel. Bản 128g còn tệ hơn bản 64g. ",0
Giao nhanh máy đẹp không biết nói gì hơn ủng hộ cho shop  Giao thân thiện lắm  Shop c Giao nhanh máy đẹp không biết nói gì hơn ủng hộ cho shop  Giao thân thiện lắm  Shop cũng nhiệt tình nửa nha ũng nhiệt tình nửa nha Giao nhanh máy đẹp không biết nói gì hơn ủng hộ cho shop  Giao thân thiện lắm  Shop cũng nhiệt tình nửa nha,1
Điện thoại dùng cũng tốt,0
"Pin tuột nhanh, bắt wifi, mạng hk tốt, xài bực mình dễ sợ, hối hận khi mua con này ",0
Shop phục vụ khá ok. Dù còn vài điều mình chưa hài lòng lắm. 5s cho chất lượng phục vụ,1
Đc tặng ốp dù ko đẹp lắm:)) Nói chung là khá ổn,1
"Tôi mua máy hôm 14/7 đến hôm nay đc 5 ngày , thất vọng về pin của máy , pin nhanh hao , mau nóng , còn lại thì ổn dùng lâu dài không biết như thế nào .
Sẽ đổi máy .",0
"Máy nhìn gần như mới, nói chung phù hợp với số tiền bỏ ra. Chủ shop tư vấn nhiệt tình. Cho 5 sao. Chất lượng thì phải dùng tiếp nếu ko ổn sẽ sửa lại đánh giá sau nhé shop",1
chăm sóc khách hàng tốt hơn hẳn dù ban đầu có chút hiểu lầm. Một lần nữa cảm ơn shop đã đặt lợi ích của khách hàng lên hàng đầu. Mong nếu có hàng ngon hơn sẽ được giao dịch với shop. Chúc shop làm ăn thuận lợi.,1
"Đèn pin không bật được. Cứ bị loạn cảm ứng. Sạc pin chưa đầy 100% là bị ngắt, sạc không được nữa. Pin tuột không phanh",0
"Hàng 99% rõ ràng , tốt , mượt , đẹp  Chủ Shop rất ok Sẽ ủng hộ shop nửa",1
"loa kém, chất lượng thấp, pin lại yếu hay sập nguồn ",0
Ko có tai nghe sao chơi game pubg phát hiện tiếng chân chuẩn được.tính mua mà lại thôi,0
vân tay như gì chán vô cùng 3: Wifi 65 mb/s mà liên quân free fine lag thôi rồi đi fps thì không tụt nhưng..... giật lag thì khỏi chê. 4: máy chỉ mượt độ khoản 60/100 pin thì sạt thì nhanh nhưng... tụt nhanh hơn cả con huawei gr5 2017 pro.Tóm lại khá là hối hận nếu có sự nhẫn nại có lẽ mình đã mua con asus zenfone max pro M2. Chán kinh........!,0
Sạc đầy nhanh nhưng xài cũng nhanh hết pin. Để xài thử vài tuần coi khả quan hơn k.,0
"Nói chung vẫn tam ổn .
Nhưng van thắc mắc một vấn đề là cứ hay bị tự nhiên sập nguồn ko hiểu lý do .
15 ngày sử dụng . về sau chua biết ....
Hoang mang .",0
Sp cũng được. Đóng gói ok. shop dễ chịu hơn sẽ ok hơn.tất nhiên sẽ mua tiếp,1
Pin quá yếu dùng được ngày đã hết kiệt rồi. Loa nghe gọi nhỏ có tiếng ồn tí là không nghe được gì,0
"Máy đẹp kh một vết trầy . Chủ shop siêu thân thiện và rất có tâm , để test thêm một thời gian nữa , sẽ ủng hộ nữa . Pin 100%",1
"Máy tốt, xài ổn định, nguyên hộp, mình rất hài lòng! ",1
"Shop giao rất nhanh, chất lượng ok lắm, máy này là vô địch giá này r mọi người. Nhớ vô ủng hộ shop nhé",1
Giao hàng châm,1
Vân tay nào cũng mở đc ... mở khóa vân tay thì chậm gọi lên để kỹ thuật mà cũng zay ,0
"Cụm 3 camera. Nhưng camera đầu và cuối để làm cảnh, chỉ có camera giữa chụp đc",0
Cũng đc,1
"Sản phẩm tốt,đóng gói cũng rất ok,hơi tiếc vì miếng kính cường lực bị vỡ",1
"pin hao nhanh, để qua đêm thấy mất 3% pin trong khi chỉ ngủ không hề xài đt, chơi liên quân với cả pupg lag và không chỉnh độ hoạ cao được, bắt wifi kém, cục sạc đi kèm chỉ là sạc thường không phải sạc nhanh, hiệu suất máy giảm mạnh chỉ trong hai tuần, vân tay không được nhạy cho lắm,...
nhắc nhẹ cho bên thế giới là nhân viên dán màn hình không có tâm, chỉ làm cho có, dán cho có thôi, chứ không hề để ý miếng dán có méo hay lệch ( không hài lòng vè nhân viên dán màn hình ở chi nhánh 434 Lê Duẩn.TT Tân Sơn.H Ninh Sơn.T Ninh Thuận )",0
Tệ,0
Good. Dịch vụ tốt!,1
"Mới mua được 3 ngày, cảm ứng hay bị đơ, cảm ứng hay nhảy lung tung, màn hình rất hay đơ và không nhận vân tay, mặc dù mình xài dòng đt cảm biến vân tay rất lâu và biết cách tạo 2 vân tay cùng 1 ngón để dễ mở hơn. Pin thì rất nhanh tụt so với dung lượng 4500mAh của nó. Nói chung là tệ,mong có những bản vá kịp thời",0
Hàng nguyên sil mua tặng mẹ nên chưa mở ktra. Đóng gói chắc chắn nhé!,1
Co 1mat bi loi.con lai ok,0
"Thời gian giao hàng nhanh, hàng đúng mô tả. Tuy nhiên số điện thoại hỗ trợ khách cần đảm bảo luôn có người cầm máy ",1
Chất lượng OK pin xài lâu,1
"Máy mình mua sài sau 2 tuần thì gặp tình trạng khi vừa mở khóa màn hình lên thì bị tối màu và bên trong chớp chớp giựt giựt, mình phải tắt máy rồi mở khóa lại thì không bị nữa... Rồi lâu lâu lại bị như cũ... QTV kêu mình khôi phục lại cài đặt gốc... Xong vẫn gặp lỗi y như trên.",0
"Sau 1 thời gian thì Wifi, 4G kết nối yếu, Lỗi cảm ứng, Bluetooth kết nối yếu từ lúc mua về rồi (mình làm việc phải kết nối bluetooth mà mua về kết nối khó khăn thua cả cái máy cùi 1tr mấy nữa), pin và mẫu mã là ổn thôi...còn mấy chức năng khác thì mình không sử dụng nên không bàn tới...",0
Mới mua tất cả đều ngon.pin tụt hỏi nhanh.với lại tắt wifi mở dữ liệu di động 4g lên là cũ hiện chữ E (mang 2g).fai tắt nguồn rồi mờ dự liệu đi động lên mới hiện chữ 4g,0
"anh giao hang rat nhiet tinh, may dep, muot. thanks shop",1
giáo hàng nhanh đong goi can than hàng chuan nhu mô tả,1
Hàng đúng zin. Tháo xem luôn không cần bảo hành. Chúc thành công,1
Ủng hộ shop :))),1
"Mới mua 1 ngày mà vân tay k nhạy
Cho mình hỏi thêm tgdd có hỗ trợ nâng lên sum 4g k ạ",0
Shop re khó tính nhì nhằng mãi mấy cho xem hàng ,1
Gửi đúng sản phẩm.bin Sài kg đc một ngày.mua bin mới của shop cũng vậy.sài cũng chỉ đc một ngày.thua mấy cái Nokia 1280 nửa.,0
Máy OK! Nhìn còn đẹp. Tai nghe bị lỗi nhưng shop đã bù cho cái khác. Thái độ phục vụ nhiệt tình. Tuy giá V20 có nhỉnh hơn thị trường chút nhưng đổi lại chất lượng rất OK! 5* nhé shop!,1
"Dòng máy này lỗi quá nhiều, quá thất vọng về sản phẩm, từ nay tôi sẽ tránh xa hãng SAM SUNG!",0
"Máy dùng ứng dụng (facebook,zalo..)ok nhưng chồi game nhanh nóng ,đôi lúc còn bị đơ máy ",0
#NAME?,1
Máy ss a7 2018 e mới mua đc 1 tháng dùng bt nhưng giờ k hiểu sao e bật mạng lên thì nó xuôi mạng E trong khi đó e đã chọn chế độ mạng lite 4G 3G rồi và mỗi lần muốn nó trở về mạng lite 4g e lại phải khởi động lại máy rất là khó chịu ạ,0
"đã dùng tròn 2 tuần giờ rivew cho các bác cân nhắc.ban đầu thì rất mượt,dùng sau hơn tuần bắt đầu pin tụt rất nhanh.trước khi đi ngủ đã sạc 100%.tắt hết ứng dụng ngầm và chỉ để wfi (tắt hết thông báo của mọi ứng dụng)sáng ngủ dậy còn 85% tức là chờ qua 1 đêm mất 15%
chỉ đc cái có sạc nhanh kéo lại,nhưng chán nhất quả pin yếu quá.vân tay k nhậy nữa.chụp ảnh chấp nhận đc thôi
chắc tính bỏ 20% ra đổi máy khác dùng vậy",0
Hàng đẹp như hình . Shop tư vấn nhiệt tình . Giáo hàng nhanh . Hơn cả mong đợi,1
Cho shop 5 sao . Giao hơi trễ nhưng máy chất ,1
"Hàng FPT nhập chính hãng VN/A! Đóng gói cẩn thận,shipper nhanh vui vẻ! Sẽ tiếp tục Ủng hộ lazada! Tuyệt vời mong lazada ngày càng phát triển hơn nữa!",1
"Chất lượng sản phẩm rất tốt. Hàng Samsung chính hãng, máy mượt như mô tả. Màu vàng kim nhìn rất sáng và đẹp. Chơi pubg và 40pfs 👍👍👍👍. Shop vui vẻ nhiệt tình. ",1
Vấn đề là ko biết do bên thứ 3 hay s mà máy nhiều quản cáo rác quá. Hơi chán ,0
Galaxy s8 cũ au Nhật Bản. Hình thức đẹp có vài dấu sướt nhẹ mặt lưng. Áp imei OK. Màn hình lưu hình rõ quá nhưng ko sao vì giá rẻ mà. Bạn nào ko muốn khó chịu khi sử dụng thì nên lưu ý. Shop gởi nhanh như rùa đến bình định qui nhơn tới 5 ngày.,1
"E mua sản phầm gần 3t nhưng mà sau khi cập nhật miui 10 thì việc kết nổi internet là rất chậm vô game tí là mất kết nối mong được hổ trợ
",0
Lướt ngon mà phải chờ 15 ngày mới úp rom tiếng Việt,1
Chưa được 2h đã hỏng,0
"Mình mua con A9 này ngày 1/6 2019 sài thi bình thường cũng ok... còn lúc chơi game liên quân thì bị loạn cảm ứng lên,nhiều lúc ức chế muốn đập cái máy. Nếu mình Chơi Pubg chak phải mua đt mới r quá... Buồn càng ngày càng không hài lòng với sản phẩm của samsung.nhất là sản phẩm này,Lúc trước mình sài j7 prime chơi liên quân cũng bị loạn cảm ứng như vậy...nhưng j7 prime thì 7tr con đt này 12tr mà bị lỗi như vậy tức thật. Chơi game còn ko bằng con xaomi 5tr....chán",0
Mình mua ở TGDD xài chưa được 1 tháng nhưng thấy cũng lag lắm thất vọng luôn ,0
máy đẹp lắm.  thanh shop. hài lòng về shop. vận chuyển ok. gói hàng kỹ. sony còn này là đẹp nhất.,1
Máy m20 ko đc như mong đợi. Tôi mới lấy tối qua sáng nay để ko dùng mà hết25%pin,0
"Hàng tốt, rất đáng tiền, giao hàng nhanh. Sẽ tiếp tục ủng hộ shop dài dài ạ. Đóng gói hàng rất đẹp HdjdjnxnxncxncncncncncnxncnxndnznxnxnxnxnxncncncncnxnxnxncncncncncncncNsnsjxncbchcbcbcbcncnxncnxndncncncncncncncncnc",1
"Test thử thấy ok, còn lâu dài chưa biết ok shop 5 sao nhé kkkkkkkkkk",1
Rat hay long,1
Máy dung được 9 ngày loạn cảm ứng nhảy tùm lum.bấm ko theo lệnh.đôi lúc đơ màn hình,0
"Giao hàng nhanh,  đóng gói cẩn  thận, đẹp. Hàng thấy ok  , còn chất lượng  thì phải  sử dụng mới  đânhs giá đc  thêm",1
Tui mua máy được 5 tháng 7 ngày thơi gian đầu sài rất êm nhưng 1 tuần nay máy bị loạn màng hình cảm ứng .... bấm không được cứ như có nước trên màng hình vậy rất tệ ... các bạn k nên mua máy này ,0
Hành đẹp tuyệt vời,1
Sản phẩm tốt ạ,1
Cảm ứng ko đc nhậy cho lắm.....ko biết có ai bị như mình ko nhưng nhiều lúc ấn và màn hình cảm ứng phải ấn đi ấn lại 2-3 liền ,0
"Cảm thấy hối hận vì đã mua và vì quá bận nên thôi không đi tới luôi nhìu.thất vọng trầm trọng.mua cái đầu về thấy bấm cảm ứng chạy loạn xạ dù không bấm đến gióng như có tác động vô hình đem ra kêu kỹ thuật tét thì máy lỗi đổi cho mình máy khác đến cái sau cũng bị vậy mà còn nặng hoen nhưng đem ra tgdđ không phâir a kỹ thuật kia tét nuaex mà là a trẻ tuỏi khác.nghỉ sao đt bấm tét cho đã thấy màn hình bàn phím chỵ loạn xạ mà nó bão là do miến dÁn màn hình nó thaaos rÂ rồi kêu mình daans lại tốn thêm 15k khi daans xong mAAys vaanx bị tình trạng đó xong nó chạy lại phần mềm và kêu khi nào bị nữa dem tới nó kt..ai mà ó thời gian kiểu đó trong khi nó tét máy vẫn thấy dấu hịu đó nhue mêu tả mà nó cố tình kéo tg cho hết hạng trong 30ngay..giờ bực wuas sài càng lúc càng tệ moi nói nè.làm ơn cho hỏi mua vừa đc hơn 1 tháng bán lại giá thu vào bao nhiêu vậy

",0
Em mua được 5 ngày ...ngày thứ 5 em sử dụng thì bị treo máy tận 2 lần luôn ạ....,0
máy với phụ kiện rất ok ngon lành nha .máy hàn chạy rom gốc tuyệt vời khi chơi game Chip mạnh tất cả đều ok ... Cảm ơn shop nhiều ....không có gì phải bàn cãi.... Máy như mới thật tuyệt vời,1
"Sản phẩm đẹp, full box. Sử dụng tốt so với giá thành, chip xử lí còn hơi chậm nhưng chấp nhận được! ",1
Mới lấy máy hum qua . máy pin trâu 5000mAh mà để qua đêm mất 20% pin . ko bít có lỗi pin ko mà thấy pin hết nhanh hơn Pantech V950 pin 4000mAh  mình dùng 4 năm rùi .,0
K bít có kiểm tra trước khi giao hàng k. Khi nhận đc mở lên bị liệt 2 Phím. ,0
"Đt xài ok, tư vấn khách hành nhiệt tình. Nhưng cục sạc và tai phone thì xài k đc😂😂😂",1
"Đã mua hàng lần 3 tại Shop này. Hàng rất chất lượng, cực kỳ thích luôn nhé :) Shop cố gắng phát huy bán hàng chất lượng ntn nhé ",1
